Name,Size,Type,Alignment,HP,AC,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Passive_Perception,Senses,Languages,Traits,Actions,Reactions,Legendary_Actions,Legendary_Actions_Num,Bonus_Actions,Source_Name,Image_URL,cr_numeric,actual_hp,ac_value,speed_ground,speed_fly,speed_swim,speed_burrow,speed_climb,max_speed,movement_types_count,has_flying,size_ordinal,save_proficiency_count,skill_proficiency_count,resistance_count,immunity_count,vulnerability_count,condition_immunity_count,has_darkvision,darkvision_range,has_blindsight,has_truesight,has_tremorsense,passive_perception,action_count,reaction_count,bonus_action_count,has_legendary_actions,legendary_action_count,legendary_actions_per_round,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,has_legendary_resistance,has_magic_resistance,has_regeneration,has_spellcasting,has_grapple,legendary_conditions,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,inflicts_prone,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,feature_ac,feature_attack,total_ac,total_attack,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,size_ordinal_baseline,speed_ground_baseline,fly_speed_baseline,speed_fly_deviation,darkvision_baseline,darkvision_deviation,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,size_ordinal_deviation,speed_ground_deviation,feature_hp,hp_after_phase1,resistance_multiplier,immunity_multiplier,hp_after_phase2,resistance_penalty,immunity_penalty,total_defensive_penalty,hp_after_resist_immun_penalty,has_legendary_resistance_scaled,has_regeneration_scaled,residual_hp,family,cr_tier
Lemure,Medium,fiend (devil),Lawful Evil,13 (3d8),7,15 ft.,0,10,10,0,5,-3,11,0,1,-5,11,0,3,-4,—,—,—,—,Cold,"Fire, Poison","Charmed, Frightened, Poisoned",10,Darkvision 120 Ft.,Understands Infernal But Can't Speak,"[{""Name"":""Devil's Sight"",""Desc"":""Magical darkness doesn't impede the lemure's darkvision.""},{""Name"":""Hellish Rejuvenation"",""Desc"":""A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.""}]","[{""Name"":""Fist"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d4"",""Damage Type"":""bludgeoning""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390065434/ZNqUmgq5IqS9OsHgU5ggvg/original.png,0.0,13,7,15,0,0,0,0,15,1,0,2,0,0,1,2,0,3,1,120,0,0,0,10,1,0,0,0,0,0,3.0,0,2.5,0.0,0,2.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,60,-3.0,1.0,0.5,0.0,0.0,-15.0,0.0,4.5,0.25,0.25,6.625,1.65625,1.65625,3.3125,3.3125,0.0,0.0,9.6875,lemure,cr1
Lizard,Tiny,beast,Unaligned,2 (1d4),10,"20 ft., climb 20 ft.",0,10,2,-4,11,0,10,0,1,-5,8,-1,3,-4,—,—,—,—,—,—,—,9,Darkvision 30 Ft.,—,—,"[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""0"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390065452/MjQ_na3-K97DpNEP8BdAQA/original.png,0.0,2,10,20,0,0,0,20,20,2,0,0,0,0,0,0,0,0,1,30,0,0,0,10,1,0,0,0,0,0,0.0,0,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,-30,0.0,-2.0,-1.0,0.0,-2.0,-10.0,0.0,4.5,0.25,0.25,9.25,0.0,0.0,0.0,9.25,0.0,0.0,-7.25,lizard,cr1
Homunculus,Tiny,construct,Neutral,5 (2d4),13 (Natural Armor),"20 ft., fly 40 ft.",0,10,4,-3,15,2,11,0,10,0,10,0,7,-2,—,—,—,—,—,Poison,"Charmed, Poisoned",10,Darkvision 60 Ft.,Understands The Languages Of Its Creator But Can't Speak,"[{""Name"":""Telepathic Bond"",""Desc"":""While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d1"",""Damage Type"":""piercing"",""Desc"":""The target must succeed on a dc 10 constitution saving throw or be poisoned for 1 minute If the saving throw fails by 5 or more, the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390064989/bWYFc-70G3leoCYRAwKAQQ/original.png,0.0,5,13,20,40,0,0,0,40,2,1,0,0,0,0,1,0,2,1,60,0,0,0,10,1,0,0,0,0,0,4.0,10,1.0,0.0,0,1.0,0,0,0,0,0,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,10,60,0,3.0,2.0,-1.0,0.0,-2.0,-10.0,0.0,4.5,0.25,0.25,-3.25,-0.0,-0.8125,-2.4375,-0.8125,-0.0,-0.0,5.8125,homunculus,cr1
Hyena,Medium,beast,Unaligned,5 (1d8+1),11,50 ft.,0,10,11,0,13,1,12,1,2,-4,12,1,5,-3,—,Perception +3,—,—,—,—,—,13,—,—,"[{""Name"":""Pack Tactics"",""Desc"":""The hyena has advantage on an attack roll against a creature if at least one of the hyena's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""2"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d6"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390065059/9c5OD-5GsNj9o31SUosAJg/original.png,0.0,5,11,50,0,0,0,0,50,1,0,2,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2.0,0,3.5,0.0,0,3.5,0,0,0,0,0,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,1.0,1.0,1.5,0.0,0.0,20.0,0.0,4.5,0.25,0.25,-0.125,-0.0,-0.0,-0.09375,-0.03125,-0.0,-0.0,5.03125,hyena,cr1
Jackal,Small,beast,Unaligned,3 (1d6),12,40 ft.,0,10,8,-1,15,2,11,0,3,-4,12,1,6,-2,—,Perception +3,—,—,—,—,—,13,—,—,"[{""Name"":""Keen Hearing and Smell"",""Desc"":""The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell.""},{""Name"":""Pack Tactics"",""Desc"":""The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""1"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d4 - 1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390065359/NS9Vj8haRc3UorUtZOU89Q/original.png,0.0,3,12,40,0,0,0,0,40,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1.0,0,3.5,0.0,0,3.5,0,0,0,0,0,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,2.0,0.0,1.5,0.0,-1.0,10.0,0.0,4.5,0.25,0.25,0.375,0.0,0.0,0.0,0.375,0.0,0.0,2.625,jackal,cr1
Hawk,Tiny,beast,Unaligned,1 (1d4-1),13,"10 ft., fly 60 ft.",0,10,5,-3,16,3,8,-1,2,-4,14,2,6,-2,—,Perception +4,—,—,—,—,—,14,—,—,"[{""Name"":""Keen Sight"",""Desc"":""The hawk has advantage on Wisdom (Perception) checks that rely on sight.""}]","[{""Name"":""Talons"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d1"",""Damage Type"":""slashing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390064705/r48SIRgrpImsdMMMzp0ARQ/original.png,0.0,1,13,10,60,0,0,0,60,2,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,5.0,0,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,30,60,0,3.0,3.0,-1.0,0.0,-2.0,-20.0,0.0,4.5,0.25,0.25,-5.25,-0.0,-0.0,-3.9375,-1.3125,-0.0,-0.0,2.3125,beast,cr1
Raven,Tiny,beast,Unaligned,1 (1d4-1),12,"10 ft., fly 50 ft.",0,10,2,-4,14,2,8,-1,2,-4,12,1,6,-2,—,Perception +3,—,—,—,—,—,13,—,—,"[{""Name"":""Mimicry"",""Desc"":""The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check.""}]","[{""Name"":""Beak"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390067767/PlTIVKnZFtyrWyDZyvHtXQ/original.png,0.0,1,12,10,50,0,0,0,50,2,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,4.0,10,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,20,60,0,2.0,2.0,-1.0,0.0,-2.0,-20.0,0.0,4.5,0.25,0.25,-1.75,-0.0,-0.0,-1.3125,-0.4375,-0.0,-0.0,1.4375,raven,cr1
Scorpion,Tiny,beast,Unaligned,1 (1d4-1),11 (Natural Armor),10 ft.,0,10,2,-4,11,0,8,-1,1,-5,8,-1,2,-4,—,—,—,—,—,—,—,9,Blindsight 10 Ft.,—,—,"[{""Name"":""Sting"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""2"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d1"",""Damage Type"":""piercing"",""Damage 2"":""1d8"",""Damage 2 Type"":""poison"",""Desc"":""The target must make a DC 9 Constitution saving throw, taking the poison damage on a failed save, or half as much damage on a successful one.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068499/-Vjf8m1Gn6mpTTQCFnqLdA/original.png,0.0,1,11,10,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,2.0,9,5.5,0.0,0,5.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,1.0,0.0,3.5,-1.0,-2.0,-20.0,0.0,4.5,0.25,0.25,3.875,0.0,0.0,0.0,3.875,0.0,0.0,-2.875,scorpion,cr1
Quipper,Tiny,beast,Unaligned,1 (1d4-1),13,Swim 40 ft.,0,10,2,-4,16,3,9,-1,1,-5,7,-2,2,-4,—,—,—,—,—,—,—,8,Darkvision 60 Ft.,—,"[{""Name"":""Blood Frenzy"",""Desc"":""The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points.""},{""Name"":""Water Breathing"",""Desc"":""The quipper can breathe only underwater.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390067681/sqnmCq7Tkp-do3qd-RFyow/original.png,0.0,1,13,0,0,40,0,0,40,1,0,0,0,0,0,0,0,0,1,60,0,0,0,10,1,0,0,0,0,0,5.0,0,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,3.0,7.0,-1.0,0.0,-2.0,-30.0,0.0,4.5,0.25,0.25,-13.25,-0.0,-0.0,-9.9375,-3.3125,-0.0,-0.0,4.3125,quipper,cr1
Weasel,Tiny,beast,Unaligned,1 (1d4-1),13,30 ft.,0,10,3,-4,16,3,8,-1,2,-4,12,1,3,-4,—,"Perception +3, Stealth +5",—,—,—,—,—,13,—,—,"[{""Name"":""Keen Hearing and Smell"",""Desc"":""The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116596/jc0zd9C4FM1gFMkCZdoKkA/original.png,0.0,1,13,30,0,0,0,0,30,1,0,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,5.0,0,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,3.0,3.0,-1.0,0.0,-2.0,0.0,0.0,4.5,0.25,0.25,-5.25,-0.0,-0.0,-3.9375,-1.3125,-0.0,-0.0,2.3125,weasel,cr1
Vulture,Medium,beast,Unaligned,5 (1d8+1),10,"10 ft., fly 50 ft.",0,10,7,-2,10,0,13,1,2,-4,12,1,4,-3,—,Perception +3,—,—,—,—,—,13,—,—,"[{""Name"":""Keen Sight and Smell"",""Desc"":""The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.""},{""Name"":""Pack Tactics"",""Desc"":""The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]","[{""Name"":""Beak"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""2"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d4"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116569/mBwSqFvcE1wkroOqoN73LA/original.png,0.0,5,10,10,50,0,0,0,50,2,1,2,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2.0,0,2.5,0.0,0,2.5,0,0,0,0,0,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,20,60,0,0.0,1.0,0.5,0.0,0.0,-20.0,0.0,4.5,0.25,0.25,2.125,0.0,0.0,0.0,2.125,0.0,0.0,2.875,vulture,cr1
Spider,Tiny,beast,Unaligned,1 (1d4-1),12,"20 ft., climb 20 ft.",0,10,2,-4,14,2,8,-1,1,-5,10,0,2,-4,—,Stealth +4,—,—,—,—,—,12,Darkvision 30 Ft.,—,"[{""Name"":""Spider Climb"",""Desc"":""The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.""},{""Name"":""Web Sense"",""Desc"":""While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.""},{""Name"":""Web Walker"",""Desc"":""The spider ignores movement restrictions caused by webbing.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d1"",""Damage Type"":""piercing"",""Damage 2"":""1d4"",""Damage 2 Type"":""poison"",""Desc"":""The target must succeed on a DC 9 Constitution saving throw or take the poison damage.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068900/GlPrLlr39OpXuvwGfcVZDA/original.png,0.0,1,12,20,0,0,0,20,20,2,0,0,0,1,0,0,0,0,1,30,0,0,0,10,1,0,0,0,0,0,4.0,9,3.5,0.0,0,3.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,4.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,-30,2.0,2.0,1.5,-1.0,-2.0,-10.0,0.0,4.5,0.25,0.25,-0.125,-0.0,-0.0,-0.09375,-0.03125,-0.0,-0.0,1.03125,beast,cr1
Shrieker,Medium,plant,Unaligned,13 (3d8),5,0 ft.,0,10,1,-5,1,-5,10,0,1,-5,3,-4,1,-5,—,—,—,—,—,—,"Blinded, Deafened, Frightened",6,Blindsight 30 Ft. (Blind Beyond This Radius),—,"[{""Name"":""False Appearance"",""Desc"":""While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.""}]","[{""Name"":""Shriek"",""Desc"":""When bright light or a creature is within 30 feet of the shrieker, it emits a shriek audible within 300 feet of it. The shrieker continues to shriek until the disturbance moves out of range and for 1d4 of the shrieker's turns afterward""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068576/3N6NHwYKR0rovy58pZS7aQ/original.png,0.0,13,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,10,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,-5.0,-2.0,-2.0,0.0,0.0,-30.0,0.0,4.5,0.25,0.25,17.5,0.0,0.0,0.0,17.5,0.0,0.0,-4.5,shrieker,cr1
Sea Horse,Tiny,beast,Unaligned,1 (1d4-1),11,Swim 20 ft.,0,10,1,-5,12,1,8,-1,1,-5,10,0,2,-4,—,—,—,—,—,—,—,10,—,—,"[{""Name"":""Water Breathing"",""Desc"":""The sea horse can breathe only underwater.""}]",—,—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068530/IwG11u43QYtFr48uiokYTw/original.png,0.0,1,11,0,0,20,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,1.0,-2.0,-2.0,0.0,-2.0,-30.0,0.0,4.5,0.25,0.25,8.5,0.0,0.0,0.0,8.5,0.0,0.0,-7.5,beast,cr1
Crab,Tiny,beast,Unaligned,2 (1d4),11 (Natural Armor),"20 ft., swim 20 ft.",0,10,2,-4,11,0,10,0,1,-5,8,-1,2,-4,—,Stealth +2,—,—,—,—,—,9,Blindsight 30 Ft.,—,"[{""Name"":""Amphibious"",""Desc"":""The crab can breathe air and water.""}]","[{""Name"":""Claw"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""0"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d1"",""Damage Type"":""bludgeoning""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390061643/M2u4Y3JQqCrnOYxgjNwfww/original.png,0.0,2,11,20,0,20,0,0,20,2,0,0,0,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0.0,0,1.0,0.0,0,1.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,4.5,10.0,2.0,2.0,10.0,2.0,30.0,30,0,60,0,1.0,-2.0,-1.0,0.0,-2.0,-10.0,0.0,4.5,0.25,0.25,7.75,0.0,0.0,0.0,7.75,0.0,0.0,-5.75,crab,cr1
